experiment_id,timestamp,template_type,model,first_pass,iterations,errors_found,error_types,final_status,time_seconds,aws_cost_saved,notes
EXP1782706576,2026-06-29 13:16:28,General CFN,Claude,NO,1,1,syntax_error,SUCCESS,11.49,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706590,2026-06-29 13:16:52,General CFN,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,21.11,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782706613,2026-06-29 13:17:08,General CFN,Claude,NO,1,1,wrong_value,SUCCESS,14.83,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706630,2026-06-29 13:17:27,S3 Bucket,Claude,NO,1,1,runtime_error,SUCCESS,16.89,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706649,2026-06-29 13:17:43,General CFN,Claude,NO,1,2,syntax_error,SUCCESS,14.29,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706665,2026-06-29 13:17:58,General CFN,Claude,NO,1,1,wrong_value,SUCCESS,13.15,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706680,2026-06-29 13:18:10,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,10.18,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782706693,2026-06-29 13:18:21,General CFN,Claude,YES,0,0,None,SUCCESS,8.41,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782706703,2026-06-29 13:18:31,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,8.39,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782706713,2026-06-29 13:18:48,Step Functions,Claude,NO,1,2,syntax_error,SUCCESS,14.62,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706730,2026-06-29 13:18:58,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,8.46,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782706740,2026-06-29 13:19:13,Kinesis,Claude,NO,1,2,"wrong_value, syntax_error",SUCCESS,13.03,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706755,2026-06-29 13:19:34,Kinesis Firehose,Claude,NO,1,2,syntax_error,SUCCESS,18.7,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706776,2026-06-29 13:20:03,Kinesis Firehose,Claude,NO,2,6,"syntax_error, runtime_error, wrong_value",SUCCESS,26.48,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782706805,2026-06-29 13:21:14,Kinesis Firehose,Claude,NO,1,2,runtime_error,ESCALATED,69.34,$0.0000,Gate 2 escalated
EXP1782706878,2026-06-29 13:21:42,Kinesis Firehose,Claude,NO,2,3,"runtime_error, wrong_value",ESCALATED,23.8,$0.0000,Gate 2 escalated
EXP1782706904,2026-06-29 13:22:20,Kinesis Firehose,Claude,NO,2,2,runtime_error,SUCCESS,35.74,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782706942,2026-06-29 13:22:41,Kinesis Firehose,Claude,NO,1,2,runtime_error,ESCALATED,19.16,$0.0000,Gate 2 escalated
EXP1782706963,2026-06-29 13:22:59,Kinesis,Claude,NO,1,2,syntax_error,SUCCESS,15.47,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782706981,2026-06-29 13:23:32,Kinesis Firehose,Claude,NO,1,1,runtime_error,SUCCESS,30.87,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707014,2026-06-29 13:23:56,S3 + Lambda,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,22.25,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782707038,2026-06-29 13:24:19,Lambda + DynamoDB,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,21.67,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782707061,2026-06-29 13:24:32,S3 + Lambda,Claude,YES,0,0,None,SUCCESS,10.2,$0.0500,0 iterations — unsupported resources noted
EXP1782707073,2026-06-29 13:24:47,S3 + Lambda,Claude,NO,1,1,syntax_error,SUCCESS,13.46,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707089,2026-06-29 13:25:25,Lambda + SQS,Claude,NO,3,3,"runtime_error, wrong_value",SUCCESS,35.75,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1782707127,2026-06-29 13:25:44,Lambda + DynamoDB,Claude,NO,1,7,"wrong_value, syntax_error",SUCCESS,17.33,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707146,2026-06-29 13:25:59,EC2 + ALB,Claude,NO,1,1,best_practice,SUCCESS,12.77,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707163,2026-06-29 13:26:12,Lambda + DynamoDB,Claude,YES,0,0,None,SUCCESS,8.69,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782707174,2026-06-29 13:26:22,Lambda + DynamoDB,Claude,YES,0,0,None,SUCCESS,8.27,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782707184,2026-06-29 13:26:39,Lambda + DynamoDB,Claude,NO,1,9,"wrong_value, syntax_error",SUCCESS,15.35,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707201,2026-06-29 13:26:50,Step Functions,Claude,YES,0,0,None,SUCCESS,8.78,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782707212,2026-06-29 13:27:10,Kinesis,Claude,NO,2,5,"syntax_error, wrong_value, best_practice",SUCCESS,18.05,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782707232,2026-06-29 13:27:22,RDS + VPC,Claude,YES,0,0,None,SUCCESS,9.95,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782707244,2026-06-29 13:28:43,RDS + VPC,Claude,NO,3,3,"syntax_error, best_practice",SUCCESS,79.29,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1782707326,2026-06-29 13:29:04,RDS + VPC,Claude,NO,1,1,syntax_error,SUCCESS,17.84,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707346,2026-06-29 13:29:25,RDS + VPC,Claude,NO,1,2,wrong_value,SUCCESS,19.42,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707367,2026-06-29 13:29:45,RDS + VPC,Claude,NO,1,1,wrong_value,SUCCESS,18.38,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707387,2026-06-29 13:30:31,RDS + VPC,Claude,NO,1,1,best_practice,SUCCESS,44.2,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707433,2026-06-29 13:30:52,RDS + VPC,Claude,NO,1,1,syntax_error,SUCCESS,18.3,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707454,2026-06-29 13:31:04,RDS + VPC,Claude,YES,0,0,None,SUCCESS,9.86,$0.0500,0 iterations — Gate 1+1.5+2 passed
EXP1782707466,2026-06-29 13:31:55,RDS + VPC,Claude,NO,2,2,"syntax_error, best_practice",SUCCESS,49.15,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782707517,2026-06-29 13:32:45,RDS + VPC,Claude,NO,2,2,"syntax_error, best_practice",SUCCESS,47.27,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782707567,2026-06-29 13:33:26,RDS + VPC,Claude,NO,1,1,best_practice,SUCCESS,39.17,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707609,2026-06-29 13:37:23,RDS + VPC,Claude,NO,4,5,"syntax_error, runtime_error, timeout, best_practice",ESCALATED,234.1,$0.0000,Gate 2 escalated
EXP1782707845,2026-06-29 13:38:05,RDS + VPC,Claude,NO,1,1,best_practice,SUCCESS,39.36,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707887,2026-06-29 13:38:22,S3 + Lambda,Claude,NO,1,1,wrong_value,SUCCESS,15.21,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707904,2026-06-29 13:38:47,S3 + Lambda,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,22.51,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782707929,2026-06-29 13:39:01,S3 + Lambda,Claude,NO,1,3,"syntax_error, wrong_value",SUCCESS,12.24,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707943,2026-06-29 13:39:28,S3 + Lambda,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,24.59,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782707970,2026-06-29 13:39:43,S3 + Lambda,Claude,NO,1,1,wrong_value,SUCCESS,13.05,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782707985,2026-06-29 13:40:08,S3 + Lambda,Claude,NO,2,2,"runtime_error, wrong_value",SUCCESS,23.44,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782708010,2026-06-29 13:40:25,S3 + Lambda,Claude,NO,1,2,wrong_value,SUCCESS,14.38,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782708027,2026-06-29 13:41:00,S3 + Lambda,Claude,NO,2,2,"syntax_error, runtime_error",SUCCESS,33.01,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782708062,2026-06-29 13:41:19,S3 + Lambda,Claude,NO,1,1,runtime_error,SUCCESS,17.07,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782708081,2026-06-29 13:41:44,S3 + Lambda,Claude,NO,2,4,"syntax_error, wrong_value, runtime_error",SUCCESS,23.32,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782708106,2026-06-29 13:42:03,SQS + SNS,Claude,NO,1,1,syntax_error,SUCCESS,16.88,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782708128,2026-06-29 13:42:35,SQS + SNS,Claude,NO,2,2,"wrong_value, runtime_error",SUCCESS,26.87,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782708157,2026-06-29 13:42:49,SQS + SNS,Claude,NO,1,1,wrong_value,SUCCESS,12.42,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782708171,2026-06-29 13:43:12,SQS + SNS,Claude,NO,1,1,runtime_error,SUCCESS,20.42,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782708195,2026-06-29 13:43:28,SQS + SNS,Claude,NO,1,1,syntax_error,SUCCESS,13.79,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782708211,2026-06-29 13:44:02,SQS + SNS,Claude,NO,2,2,"wrong_value, runtime_error",SUCCESS,30.55,$0.0500,2 iterations — Gate 1+1.5+2 passed
EXP1782708246,2026-06-29 13:44:20,Step Functions,Claude,NO,1,2,syntax_error,SUCCESS,13.63,$0.0500,1 iterations — Gate 1+1.5+2 passed
EXP1782708262,2026-06-29 13:45:03,VPC + EC2,Claude,NO,3,3,"best_practice, runtime_error",SUCCESS,41.05,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1782708306,2026-06-29 13:45:43,VPC + EC2,Claude,NO,2,3,"best_practice, runtime_error",ESCALATED,37.1,$0.0000,Gate 2 escalated
EXP1782708346,2026-06-29 13:46:25,VPC + EC2,Claude,NO,3,4,"best_practice, runtime_error",ESCALATED,39.86,$0.0000,Gate 2 escalated
EXP1782708388,2026-06-29 13:47:07,VPC + EC2,Claude,NO,3,5,"runtime_error, syntax_error, best_practice",ESCALATED,39.06,$0.0000,Gate 2 escalated
EXP1782708430,2026-06-29 13:47:46,VPC + EC2,Claude,NO,3,3,"best_practice, syntax_error, runtime_error",SUCCESS,35.87,$0.0500,3 iterations — Gate 1+1.5+2 passed
EXP1782708470,2026-06-29 13:48:28,VPC + EC2,Claude,NO,2,3,runtime_error,ESCALATED,38.36,$0.0000,Gate 2 escalated
EXP1782708572,2026-06-29 13:50:16,VPC + EC2,Claude,NO,3,4,"best_practice, runtime_error",ESCALATED,43.38,$0.0000,Gate 2 escalated
EXP1782708618,2026-06-29 13:50:58,VPC + EC2,Claude,NO,3,4,"syntax_error, runtime_error, best_practice",ESCALATED,39.87,$0.0000,Gate 2 escalated
EXP1782708663,2026-06-29 13:51:57,VPC + EC2,Claude,NO,2,3,"best_practice, runtime_error",ESCALATED,54.29,$0.0000,Gate 2 escalated
